INSCRICAO;MATRICULA;ENDERECO
60.010.212.331.000;1585851;RUA DR ENEAS FERREIRA - 240 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.335.000;1585860;RUA DR ENEAS FERREIRA - 234 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.339.000;1585878;RUA DR ENEAS FERREIRA - 228 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.346.000;1585886;RUA DR ENEAS FERREIRA - 220 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.353.000;1585894;RUA DR ENEAS FERREIRA - 214 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.353.001;7281315;RUA DR ENEAS FERREIRA - 214 - CIMA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.359.000;1585908;RUA DR ENEAS FERREIRA - 210 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.364.000;1585916;RUA DR ENEAS FERREIRA - 204 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.370.000;1585924;RUA DR ENEAS FERREIRA - 188 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.375.000;1585932;RUA DR ENEAS FERREIRA - 184 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.381.000;1585940;RUA DR ENEAS FERREIRA - 180 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.387.000;1585959;RUA DR ENEAS FERREIRA - 170 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.393.000;1593358;RUA DR ENEAS FERREIRA - 162 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.396.000;1585967;RUA DR ENEAS FERREIRA - 158 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.213.017.000;5661919;RUA BELA VISTA - 19 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.483.023.000;1583980;RUA BELA VISTA - 25 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.213.029.000;1583999;RUA BELA VISTA - 31 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.213.035.000;1584669;RUA BELA VISTA - 37 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.423.041.000;1584308;RUA BELA VISTA - 43 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.424.047.000;1584332;RUA BELA VISTA - 49 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.334.053.000;1584537;RUA BELA VISTA - 55 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.000.000;1593455;RUA A CJ LUIZ FERREIRA SANTOS - 9 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.000.001;7809328;RUA A CJ LUIZ FERREIRA SANTOS - 9 - CASA A - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.000.002;7809344;RUA A CJ LUIZ FERREIRA SANTOS - 9 - CASA B - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.000.003;7809360;RUA A CJ LUIZ FERREIRA SANTOS - 9 - CASA C - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.000.004;7809395;RUA A CJ LUIZ FERREIRA SANTOS - 9 - CASA D - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.000.005;7809409;RUA A CJ LUIZ FERREIRA SANTOS - 9 - CASA E - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.007.000;1593463;RUA A CJ LUIZ FERREIRA SANTOS - 17 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.014.000;1593471;RUA A CJ LUIZ FERREIRA SANTOS - 23 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.021.000;1593480;RUA A CJ LUIZ FERREIRA SANTOS - 31 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.028.000;1593498;RUA A CJ LUIZ FERREIRA SANTOS - 39 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.035.000;1593501;RUA A CJ LUIZ FERREIRA SANTOS - 47 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.042.000;1593510;RUA A CJ LUIZ FERREIRA SANTOS - 55 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.049.000;1593528;RUA A CJ LUIZ FERREIRA SANTOS - 63 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.056.000;1593536;RUA A CJ LUIZ FERREIRA SANTOS - 71 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.063.000;1593544;RUA A CJ LUIZ FERREIRA SANTOS - 79 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.070.000;1593552;RUA A CJ LUIZ FERREIRA SANTOS - 87 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.077.000;1593560;RUA A CJ LUIZ FERREIRA SANTOS - 95 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.084.000;1593579;RUA A CJ LUIZ FERREIRA SANTOS - 103 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.091.000;1593587;RUA A CJ LUIZ FERREIRA SANTOS - 111 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.098.000;1593595;RUA A CJ LUIZ FERREIRA SANTOS - 119 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.098.001;1593609;RUA A CJ LUIZ FERREIRA SANTOS - 129 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.105.000;1598244;RUA A CJ LUIZ FERREIRA SANTOS - 135 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.110.000;1597175;RUA A CJ LUIZ FERREIRA SANTOS - 141 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.115.000;1590448;RUA A CJ LUIZ FERREIRA SANTOS - 145 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.126.000;1597183;RUA A CJ LUIZ FERREIRA SANTOS - 155 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.131.000;1598589;RUA A CJ LUIZ FERREIRA SANTOS - 161 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.151.000;4773497;RUA A CJ LUIZ FERREIRA SANTOS - 177 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.167.000;1598376;RUA A CJ LUIZ FERREIRA SANTOS - 203 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.176.000;1598538;RUA A CJ LUIZ FERREIRA SANTOS - 211 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.181.000;1598236;RUA A CJ LUIZ FERREIRA SANTOS - 215 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.186.000;1598252;RUA A CJ LUIZ FERREIRA SANTOS - 221 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.191.000;1598210;RUA A CJ LUIZ FERREIRA SANTOS - 227 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.196.000;4362390;RUA A CJ LUIZ FERREIRA SANTOS - 231 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.201.000;4168291;RUA A CJ LUIZ FERREIRA SANTOS - 237 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.211.000;1598503;RUA A CJ LUIZ FERREIRA SANTOS - 247 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.218.000;7842155;RUA A CJ LUIZ FERREIRA SANTOS - 253 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.226.000;4703901;RUA A CJ LUIZ FERREIRA SANTOS - 265 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.231.000;1593617;RUA A CJ LUIZ FERREIRA SANTOS - 271 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.250.000;5222052;RUA A CJ LUIZ FERREIRA SANTOS - 287 - FUNDO - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.252.000;4703910;RUA A CJ LUIZ FERREIRA SANTOS - 289 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.257.000;4704134;RUA A CJ LUIZ FERREIRA SANTOS - 295 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.262.000;4703928;RUA A CJ LUIZ FERREIRA SANTOS - 301 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.267.000;5023262;RUA A CJ LUIZ FERREIRA SANTOS - 307 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.272.000;5222060;RUA A CJ LUIZ FERREIRA SANTOS - 319 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.279.000;5023360;RUA A CJ LUIZ FERREIRA SANTOS - 313 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.282.000;1588052;RUA A CJ LUIZ FERREIRA SANTOS - 323 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.005.000;1594680;RUA MARIO CRUZ - 59 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.008.000;4500377;RUA MARIO CRUZ - 65 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.018.000;7053517;RUA MARIO CRUZ - 85 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.023.000;1594699;RUA MARIO CRUZ - 87 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.028.000;1594702;RUA MARIO CRUZ - 91 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.033.000;1594710;RUA MARIO CRUZ - 95 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.037.000;1594729;RUA MARIO CRUZ - 101 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.100.001;4500385;RUA MARIO CRUZ - 94 - SITIO - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.013.000;6975712;RUA MARIO CRUZ - 48 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.024.000;6955428;RUA MARIO CRUZ - 60 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.036.000;6955509;RUA MARIO CRUZ - 72 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.042.000;7192282;RUA MARIO CRUZ - 78 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.054.000;7187610;RUA MARIO CRUZ - 90 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.060.000;7372558;RUA MARIO CRUZ - 96 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.066.000;7553072;RUA MARIO CRUZ - 102 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.072.000;7275137;RUA MARIO CRUZ - 108 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.015.000;4933028;RUA A CJ LUIZ FERREIRA SANTOS - 320 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.030.001;1593625;RUA A CJ LUIZ FERREIRA SANTOS - 257 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.046.000;6844227;RUA A CJ LUIZ FERREIRA SANTOS - 290 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.057.001;1587951;RUA A CJ LUIZ FERREIRA SANTOS - 278 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.060.000;7233655;RUA A CJ LUIZ FERREIRA SANTOS - 274 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.065.000;6355818;RUA A CJ LUIZ FERREIRA SANTOS - 270 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.072.000;6162605;RUA A CJ LUIZ FERREIRA SANTOS - 266 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.080.000;6865119;RUA A CJ LUIZ FERREIRA SANTOS - 258 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.104.000;6820239;RUA A CJ LUIZ FERREIRA SANTOS - 196 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.110.000;6819877;RUA A CJ LUIZ FERREIRA SANTOS - 190 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.115.000;7122160;RUA A CJ LUIZ FERREIRA SANTOS - 184 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.122.000;6865089;RUA A CJ LUIZ FERREIRA SANTOS - 172 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.128.000;6555997;RUA A CJ LUIZ FERREIRA SANTOS - 172 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.134.000;7023898;RUA A CJ LUIZ FERREIRA SANTOS - 166 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.140.000;6505837;RUA A CJ LUIZ FERREIRA SANTOS - 160 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.146.000;6602800;RUA A CJ LUIZ FERREIRA SANTOS - 154 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.008.000;6421913;RUA B CJ LUIZ FERREIRA SANTOS - 431 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.016.000;6422135;RUA B CJ LUIZ FERREIRA SANTOS - 441 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.029.000;6427073;RUA B CJ LUIZ FERREIRA SANTOS - 457 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.041.000;6512469;RUA B CJ LUIZ FERREIRA SANTOS - 469 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.076.000;4703936;RUA B CJ LUIZ FERREIRA SANTOS - 515 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.099.000;4703944;RUA B CJ LUIZ FERREIRA SANTOS - 555 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.104.000;4703952;RUA B CJ LUIZ FERREIRA SANTOS - 559 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.109.000;4703960;RUA B CJ LUIZ FERREIRA SANTOS - 565 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.124.000;4703979;RUA B CJ LUIZ FERREIRA SANTOS - 587 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.046.002;1585991;RUA BELA VISTA - 23 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.000.001;1585983;RUA B CJ LUIZ FERREIRA SANTOS - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.003.000;6505867;RUA B CJ LUIZ FERREIRA SANTOS - 600 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.005.000;4703987;RUA B CJ LUIZ FERREIRA SANTOS - 596 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.010.001;4704002;RUA B CJ LUIZ FERREIRA SANTOS - 588 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.016.000;6111263;RUA B CJ LUIZ FERREIRA SANTOS - 582 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.020.002;4704010;RUA B CJ LUIZ FERREIRA SANTOS - 576 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.025.000;4704029;RUA B CJ LUIZ FERREIRA SANTOS - 570 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.030.002;4704037;RUA B CJ LUIZ FERREIRA SANTOS - 564 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.035.000;4704045;RUA B CJ LUIZ FERREIRA SANTOS - 558 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.040.000;4704053;RUA B CJ LUIZ FERREIRA SANTOS - 552 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.045.000;4704061;RUA B CJ LUIZ FERREIRA SANTOS - 546 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.050.000;4704070;RUA B CJ LUIZ FERREIRA SANTOS - 540 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.055.000;4704088;RUA B CJ LUIZ FERREIRA SANTOS - 536 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.060.000;4704096;RUA B CJ LUIZ FERREIRA SANTOS - 532 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.065.000;4704100;RUA B CJ LUIZ FERREIRA SANTOS - 522 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.070.000;4704118;RUA B CJ LUIZ FERREIRA SANTOS - 516 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.075.000;4704126;RUA B CJ LUIZ FERREIRA SANTOS - 510 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.080.000;4704533;RUA B CJ LUIZ FERREIRA SANTOS - 504 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.085.000;4704541;RUA B CJ LUIZ FERREIRA SANTOS - 498 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.090.000;4704550;RUA B CJ LUIZ FERREIRA SANTOS - 492 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.095.000;4704568;RUA B CJ LUIZ FERREIRA SANTOS - 486 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.100.000;4704576;RUA B CJ LUIZ FERREIRA SANTOS - 480 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.105.000;4704584;RUA B CJ LUIZ FERREIRA SANTOS - 474 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.110.000;4704592;RUA B CJ LUIZ FERREIRA SANTOS - 468 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.123.000;5347289;RUA B CJ LUIZ FERREIRA SANTOS - 456 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.128.000;4704606;RUA B CJ LUIZ FERREIRA SANTOS - 450 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.133.000;4704614;RUA B CJ LUIZ FERREIRA SANTOS - 444 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.145.000;4040724;RUA B CJ LUIZ FERREIRA SANTOS - 438 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.151.000;5347270;RUA B CJ LUIZ FERREIRA SANTOS - 432 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.135.000;6278995;RUA B CJ LUIZ FERREIRA SANTOS - 440 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.013.000;7881207;TRAVESSA A CJ LUIZ FERREIRA SANTOS - 19 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.020.001;1582461;TRAVESSA A CJ LUIZ FERREIRA SANTOS - 25 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.012.000;5013950;TRAVESSA B CJ LUIZ FERREIRA SANTOS - 18 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.011.000;7469152;RUA B CJ LUIZ FERREIRA SANTOS - 395 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.017.000;7469357;RUA B CJ LUIZ FERREIRA SANTOS - 401 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.017.001;7469071;RUA B CJ LUIZ FERREIRA SANTOS - 401 - FUNDOS - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.022.000;7911980;RUA B CJ LUIZ FERREIRA SANTOS - 407 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.000.001;1593650;RUA A CJ LUIZ FERREIRA SANTOS - 114 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.007.000;1593668;RUA A CJ LUIZ FERREIRA SANTOS - 106 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.014.000;1593676;RUA A CJ LUIZ FERREIRA SANTOS - 98 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.014.001;6993443;RUA A CJ LUIZ FERREIRA SANTOS - 98 - CIMA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.021.000;1593684;RUA A CJ LUIZ FERREIRA SANTOS - 90 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.028.000;1593692;RUA A CJ LUIZ FERREIRA SANTOS - 82 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.035.000;1593706;RUA A CJ LUIZ FERREIRA SANTOS - 74 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.042.000;1593714;RUA A CJ LUIZ FERREIRA SANTOS - 58 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.049.000;1593722;RUA A CJ LUIZ FERREIRA SANTOS - 54 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.055.000;1593730;RUA A CJ LUIZ FERREIRA SANTOS - 50 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.062.000;1593749;RUA A CJ LUIZ FERREIRA SANTOS - 42 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.069.000;1593757;RUA A CJ LUIZ FERREIRA SANTOS - 34 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.076.000;1593765;RUA A CJ LUIZ FERREIRA SANTOS - 26 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.083.000;1593773;RUA A CJ LUIZ FERREIRA SANTOS - 18 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.007.000;1593897;RUA B CJ LUIZ FERREIRA SANTOS - 301 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.019.000;1593889;RUA B CJ LUIZ FERREIRA SANTOS - 309 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.026.000;1593870;RUA B CJ LUIZ FERREIRA SANTOS - 315 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.027.000;6946933;TRAVESSA B CJ LUIZ FERREIRA SANTOS - 451 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.033.000;1593862;RUA B CJ LUIZ FERREIRA SANTOS - 323 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.040.000;1593854;RUA B CJ LUIZ FERREIRA SANTOS - 329 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.047.000;1593846;RUA B CJ LUIZ FERREIRA SANTOS - 337 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.054.000;1593838;RUA B CJ LUIZ FERREIRA SANTOS - 343 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.061.000;1593820;RUA B CJ LUIZ FERREIRA SANTOS - 351 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.068.000;1593811;RUA B CJ LUIZ FERREIRA SANTOS - 357 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.075.000;1593803;RUA B CJ LUIZ FERREIRA SANTOS - 365 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.082.000;1593790;RUA B CJ LUIZ FERREIRA SANTOS - 371 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.089.000;1593781;RUA B CJ LUIZ FERREIRA SANTOS - 379 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.000.000;5388619;RUA C CJ LUIZ FERREIRA SANTOS - 36 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.012.000;1588877;RUA C CJ LUIZ FERREIRA SANTOS - 30 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.000.000;6779204;RUA BELA VISTA - 10 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.011.000;1586009;RUA BELA VISTA - 22 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.016.000;1586017;RUA BELA VISTA - 28 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.021.000;1586025;RUA BELA VISTA - 34 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.026.000;1586033;RUA BELA VISTA - 40 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.031.000;1586041;RUA BELA VISTA - 46 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.041.000;1586050;RUA BELA VISTA - 58 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.046.001;4975286;RUA BELA VISTA - 64 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.100.002;1586068;RUA BELA VISTA - 77 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.105.000;1586076;RUA BELA VISTA - 71 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.110.000;1586084;RUA BELA VISTA - 67 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.115.000;1586092;RUA BELA VISTA - 61 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.120.000;1586106;RUA BELA VISTA - 55 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.125.000;1586114;RUA BELA VISTA - 49 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.130.000;1586122;RUA BELA VISTA - 43 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.135.000;1586130;RUA BELA VISTA - 37 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.140.000;1586149;RUA BELA VISTA - 31 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.241.145.000;1586157;RUA BELA VISTA - 25 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.000.003;1586165;RUA DR ENEAS FERREIRA - 140 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.009.000;1586173;RUA DR ENEAS FERREIRA - 136 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.009.001;7809301;RUA DR ENEAS FERREIRA - 136 - CIMA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.015.000;1586181;RUA DR ENEAS FERREIRA - 132 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.020.001;1586190;RUA DR ENEAS FERREIRA - 128 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.024.001;1586203;RUA DR ENEAS FERREIRA - 124 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.029.000;1586211;RUA DR ENEAS FERREIRA - 118 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.034.000;1586220;RUA DR ENEAS FERREIRA - 112 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.039.000;1586238;RUA DR ENEAS FERREIRA - 110 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.044.000;1586246;RUA DR ENEAS FERREIRA - 106 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.049.000;1586254;RUA DR ENEAS FERREIRA - 100 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.131.000;1586270;RUA DR ENEAS FERREIRA - 42 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.137.000;1586289;RUA DR ENEAS FERREIRA - 20 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.142.000;1586297;RUA DR ENEAS FERREIRA - 8 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.010.000;1586300;PRACA DA BANDEIRA - 35 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.015.000;1586319;PRACA DA BANDEIRA - 41 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.020.000;1586327;PRACA DA BANDEIRA - 47 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.020.001;6400659;PRACA DA BANDEIRA - 47 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.025.000;1586335;PRACA DA BANDEIRA - 55 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
