INSCRICAO;MATRICULA;ENDERECO
60.010.184.040.000;1594435;RUA 3 CJ MANOEL F CALUMBY - 98 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.047.000;1594443;RUA 3 CJ MANOEL F CALUMBY - 90 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.054.000;1594451;RUA 3 CJ MANOEL F CALUMBY - 82 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.184.061.000;1594460;RUA 3 CJ MANOEL F CALUMBY - 72 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.000.000;6400500;RUA 3 CJ MANOEL F CALUMBY - 69 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.003.000;1594338;RUA 3 CJ MANOEL F CALUMBY - 73 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.010.000;1594346;RUA 3 CJ MANOEL F CALUMBY - 81 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.017.000;1594354;RUA 3 CJ MANOEL F CALUMBY - 89 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.024.002;1594362;RUA 3 CJ MANOEL F CALUMBY - 97 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.031.000;1594370;RUA 3 CJ MANOEL F CALUMBY - 105 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.038.000;1594389;RUA 3 CJ MANOEL F CALUMBY - 113 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.045.000;1594397;RUA 3 CJ MANOEL F CALUMBY - 121 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.052.000;1594400;RUA 3 CJ MANOEL F CALUMBY - 129 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.059.000;1594419;RUA 3 CJ MANOEL F CALUMBY - 137 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.064.000;6820654;RUA 3 CJ MANOEL F CALUMBY - 143 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.000.000;1594249;RUA 5 CJ MANOEL F CALUMBY - 210 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.010.002;1594257;RUA 5 CJ MANOEL F CALUMBY - 204 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.017.000;1594265;RUA 5 CJ MANOEL F CALUMBY - 196 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.024.001;1594273;RUA 5 CJ MANOEL F CALUMBY - 188 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.031.000;1594281;RUA 5 CJ MANOEL F CALUMBY - 180 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.038.000;1594290;RUA 5 CJ MANOEL F CALUMBY - 172 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.045.000;1594303;RUA 5 CJ MANOEL F CALUMBY - 164 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.052.002;1594311;RUA 5 CJ MANOEL F CALUMBY - 158 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.059.000;1594320;RUA 5 CJ MANOEL F CALUMBY - 148 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.015.000;6511343;RUA 4 CJ MANOEL F CALUMBY - 96 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.000.000;1597159;RUA 5 CJ MANOEL F CALUMBY - 147 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.007.000;1594168;RUA 5 CJ MANOEL F CALUMBY - 155 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.014.000;1594176;RUA 5 CJ MANOEL F CALUMBY - 163 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.021.000;1594184;RUA 5 CJ MANOEL F CALUMBY - 171 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.028.000;1594192;RUA 5 CJ MANOEL F CALUMBY - 179 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.035.000;1594206;RUA 5 CJ MANOEL F CALUMBY - 187 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.042.000;1594214;RUA 5 CJ MANOEL F CALUMBY - 195 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.049.000;1594222;RUA 5 CJ MANOEL F CALUMBY - 203 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.122.056.000;1594230;RUA 5 CJ MANOEL F CALUMBY - 209 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.000.001;1594095;RUA 4 CJ MANOEL F CALUMBY - 280 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.007.000;1594109;RUA 4 CJ MANOEL F CALUMBY - 272 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.014.002;1594117;RUA 4 CJ MANOEL F CALUMBY - 264 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.484.017.000;1583964;RUA 4 CJ MANOEL F CALUMBY - 260 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.021.002;1594125;RUA 4 CJ MANOEL F CALUMBY - 256 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.028.001;1594133;RUA 4 CJ MANOEL F CALUMBY - 248 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.035.000;1594141;RUA 4 CJ MANOEL F CALUMBY - 240 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.042.000;1594150;RUA 4 CJ MANOEL F CALUMBY - 232 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.049.000;4933010;RUA 4 CJ MANOEL F CALUMBY - 222 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.056.000;6975704;RUA 4 CJ MANOEL F CALUMBY - 214 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.483.070.000;1584006;RUA 4 CJ MANOEL F CALUMBY - 271 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.182.000.002;1594478;RUA 2 CJ MANOEL F CALUMBY - 39 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.182.007.000;1594486;RUA 2 CJ MANOEL F CALUMBY - 47 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.182.014.000;1594494;RUA 2 CJ MANOEL F CALUMBY - 55 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.182.021.000;1594508;RUA 2 CJ MANOEL F CALUMBY - 61 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.182.028.000;1594516;RUA 2 CJ MANOEL F CALUMBY - 69 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.001.004;5472229;RUA 2 CJ MANOEL F CALUMBY - 70 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.012.000;1594524;RUA 2 CJ MANOEL F CALUMBY - 62 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.019.000;1594532;RUA 2 CJ MANOEL F CALUMBY - 56 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.026.000;1594540;RUA 2 CJ MANOEL F CALUMBY - 48 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.033.000;1594559;RUA 2 CJ MANOEL F CALUMBY - 40 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.000.002;1594567;RUA 1 CJ MANOEL F CALUMBY - 13 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.010.001;1594575;RUA 1 CJ MANOEL F CALUMBY - 23 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.017.000;1594583;RUA 1 CJ MANOEL F CALUMBY - 29 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.024.001;1596861;RUA 1 CJ MANOEL F CALUMBY - 37 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.015.000;6849261;RUA 1 CJ MANOEL F CALUMBY - 54 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.029.000;1594591;RUA 1 CJ MANOEL F CALUMBY - 38 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.037.000;1594605;RUA 1 CJ MANOEL F CALUMBY - 32 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.044.000;1594613;RUA 1 CJ MANOEL F CALUMBY - 26 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.051.000;1594621;RUA 1 CJ MANOEL F CALUMBY - 20 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.058.000;1594630;RUA 1 CJ MANOEL F CALUMBY - 8 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.000.004;1588893;RUA ALOISIO SILVA - 56 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.005.002;1588915;RUA ALOISIO SILVA - 50 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.010.002;1588907;RUA ALOISIO SILVA - 46 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.015.000;1588923;RUA ALOISIO SILVA - 40 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.020.000;1588931;RUA ALOISIO SILVA - 36 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.025.000;1588940;RUA ALOISIO SILVA - 30 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.030.001;1588958;RUA ALOISIO SILVA - 26 - REL. 19/06/09 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.035.002;1588966;RUA ALOISIO SILVA - 20 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.040.001;1588974;RUA ALOISIO SILVA - 16 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.000.001;1588982;RUA JUVINA TOJAL - 473 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.020.000;7856334;RUA JUVINA TOJAL - 489 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.150.000;7786301;RUA JUVINA TOJAL - 563 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.000.001;1588990;FAZENDA STA CRUZ - 773 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.300.000;1589008;FAZENDA PARAUNA - 947 - FAZENDA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.400.000;1598600;RUA FAZ PALMEIRA - 1147 - FAZENDA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.992.000;6946798;FAZENDA PARAUNA - 1668 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.124.195.000;1581996;RUA JUVINA TOJAL - 260 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.275.000.000;1584650;RUA DO COITEZINHO - 112 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.275.037.000;1584715;RUA DO COITEZINHO - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.275.045.000;1584731;RUA DO COITEZINHO - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.271.043.000;1584782;PRACA MAL DEODORO DA FONSECA - 86 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.271.047.000;1584790;PRACA MAL DEODORO DA FONSECA - 80 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.271.051.000;1584804;PRACA MAL DEODORO DA FONSECA - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.393.007.000;1585045;PRACA DA LUZ - 54 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.391.006.002;1585207;RUA JOAO RIBEIRO - 84 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.391.015.000;1585223;RUA JOAO RIBEIRO - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.111.000;1585479;RUA DR ENEAS FERREIRA - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.116.000;1585487;RUA DR ENEAS FERREIRA - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.406.000;1585975;RUA DR ENEAS FERREIRA - 152 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.047.000;1587080;RUA 7 DE SETEMBRO - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.260.001;1587587;RUA 7 DE SETEMBRO - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.391.052.000;1585290;RUA JOAO RIBEIRO - 36 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.243.071.000;1586416;PRACA DA BANDEIRA - 105 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.124.083.000;1581775;RUA JUVINA TOJAL - 378 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.125.590.000;1593250;RUA DR ENEAS FERREIRA - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.304.086.000;1582666;RUA DR ENEAS FERREIRA - 141 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.304.389.000;1583212;RUA DR ENEAS FERREIRA - 449 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.455.000.000;4500237;RUA DA MARINA - 100 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.453.014.000;1583549;PRACA PRES GETULIO VARGAS B GRANDE - 38 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.063.020.000;6404197;RUA 4 CJ MANOEL F CALUMBY - 59 - PREFEITURA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.420.570.000;1584200;RUA JACKSON DE FIGUEIREDO - 19 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.363.000.000;1584324;PRACA MAL DEODORO DA FONSECA - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.124.069.000;7304390;RUA JUVINA TOJAL - 520 - PCA SANTO ANTONIO - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.271.000.000;1584758;PRACA MAL DEODORO DA FONSECA - 116 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.393.000.000;1585037;PRACA DA LUZ - 20 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.395.005.000;1585061;RUA FAUSTO CARDOSO - 17 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.182.000.001;1586815;PRACA DA BANDEIRA - S/N - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.391.027.000;1585258;RUA JOAO RIBEIRO - 62 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.271.070.000;1596942;PRACA PRES GETULIO VARGAS B GRANDE - 30 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.272.045.000;1585398;RUA DR ENEAS FERREIRA - 510 - UNIVERSIDADE ABERTA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.242.049.000;1586262;RUA DR ENEAS FERREIRA - 88 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.243.053.000;1586343;PRACA DA BANDEIRA - 63 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.152.042.000;1587048;PRACA DA BANDEIRA - 25 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.091.386.000;1587862;RUA 7 DE SETEMBRO - 142 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.093.279.000;7304358;FAZENDA STA CRUZ - 925 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.214.000.000;1588290;PRACA DA BANDEIRA - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.214.100.002;1588303;PRACA DA BANDEIRA - 15 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.214.160.000;1596950;PRACA DA BANDEIRA - 333 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.214.190.000;1596969;RUA DO SOL - 15 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.214.100.001;1596977;PRACA DA BANDEIRA - 71 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.214.130.000;1593447;PRACA DA BANDEIRA - 391 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.092.375.000;1588869;RUA JUVINA TOJAL - 413 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.061.080.000;1593633;RUA B CJ LUIZ FERREIRA SANTOS - 240 - MATERN.INFANTIL - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.093.000.000;4215451;RUA JUVINA TOJAL - 393 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.061.170.000;1593641;RUA B CJ LUIZ FERREIRA SANTOS - 40 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.032.050.000;1598597;RUA PORTO ALOIZIO SILVA - 20 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.124.310.000;1582402;PRACA DA BANDEIRA - 507 - CRAS - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.212.139.000;1585509;RUA DR ENEAS FERREIRA - 422 - CRAS - BREJO GRANDE BREJO GRANDE SE 49995-000
60.910.243.045.000;1586360;PRACA DA BANDEIRA - 77 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.980.391.042.000;1585282;RUA JOAO RIBEIRO - 30 - BREJO GRANDE BREJO GRANDE SE 49995-000
62.000.034.007.000;7855141;PRACA DA LUZ - 74 - A - BREJO GRANDE BREJO GRANDE SE 49995-000
